timestamp,arbitration id,extended,remote,error,dlc,data
1518562005.082685,2016,False,False,False,8,0001020304050607
1518562005.093362,2016,False,False,False,8,0001020304050607
1518562005.10075,2016,False,False,False,8,0001020304050607
1518562005.108026,2016,False,False,False,8,0001020304050607
1518562005.115486,2016,False,False,False,8,0001020304050607
1518562005.122509,2016,False,False,False,8,0001020304050607
1518562005.129959,2016,False,False,False,8,0001020304050607
1518562005.137153,2016,False,False,False,8,0001020304050607
1518562005.082908,2016,False,False,False,8,0001020304050607
1518562005.083046,2016,False,False,False,8,0001020304050607
1518562005.083175,2016,False,False,False,8,0001020304050607
1518562005.083299,2016,False,False,False,8,0001020304050607
1518562005.083425,2016,False,False,False,8,0001020304050607
1518562005.083549,2016,False,False,False,8,0001020304050607
1518562005.083672,2016,False,False,False,8,0001020304050607
1518562005.083796,2016,False,False,False,8,0001020304050607
1518562005.08392,2016,False,False,False,8,0001020304050607
1518562005.084044,2016,False,False,False,8,0001020304050607
1518562005.08417,2016,False,False,False,8,0001020304050607
1518562005.084293,2016,False,False,False,8,0001020304050607
1518562005.084421,2016,False,False,False,8,0001020304050607
1518562005.084546,2016,False,False,False,8,0001020304050607
1518562005.084675,2016,False,False,False,8,0001020304050607
1518562005.084799,2016,False,False,False,8,0001020304050607
1518562005.084922,2016,False,False,False,8,0001020304050607
1518562005.08505,2016,False,False,False,8,0001020304050607
1518562005.085178,2016,False,False,False,8,0001020304050607
1518562005.085309,2016,False,False,False,8,0001020304050607
1518562005.085435,2016,False,False,False,8,0001020304050607
1518562005.085558,2016,False,False,False,8,0001020304050607
1518562005.085681,2016,False,False,False,8,0001020304050607
1518562005.085807,2016,False,False,False,8,0001020304050607
1518562005.085934,2016,False,False,False,8,0001020304050607
1518562005.086058,2016,False,False,False,8,0001020304050607
1518562005.086182,2016,False,False,False,8,0001020304050607
1518562005.086305,2016,False,False,False,8,0001020304050607
1518562005.086429,2016,False,False,False,8,0001020304050607
1518562005.086554,2016,False,False,False,8,0001020304050607
1518562005.086678,2016,False,False,False,8,0001020304050607
1518562005.086806,2016,False,False,False,8,0001020304050607
1518562005.086932,2016,False,False,False,8,0001020304050607
1518562005.087055,2016,False,False,False,8,0001020304050607
1518562005.087178,2016,False,False,False,8,0001020304050607
1518562005.087302,2016,False,False,False,8,0001020304050607
1518562005.087429,2016,False,False,False,8,0001020304050607
1518562005.087578,2016,False,False,False,8,0001020304050607
1518562005.087772,2016,False,False,False,8,0001020304050607
1518562005.087958,2016,False,False,False,8,0001020304050607
1518562005.088148,2016,False,False,False,8,0001020304050607
1518562005.088333,2016,False,False,False,8,0001020304050607
1518562005.0885,2016,False,False,False,8,0001020304050607
1518562005.088667,2016,False,False,False,8,0001020304050607
1518562005.093189,2016,False,False,False,8,0001020304050607
1518562005.093458,2016,False,False,False,8,0001020304050607
1518562005.093644,2016,False,False,False,8,0001020304050607
1518562005.093787,2016,False,False,False,8,0001020304050607
1518562005.093931,2016,False,False,False,8,0001020304050607
1518562005.094065,2016,False,False,False,8,0001020304050607
1518562005.094202,2016,False,False,False,8,0001020304050607
1518562005.094333,2016,False,False,False,8,0001020304050607
1518562005.094458,2016,False,False,False,8,0001020304050607
1518562005.094584,2016,False,False,False,8,0001020304050607
1518562005.09471,2016,False,False,False,8,0001020304050607
1518562005.094841,2016,False,False,False,8,0001020304050607
1518562005.094984,2016,False,False,False,8,0001020304050607
1518562005.095192,2016,False,False,False,8,0001020304050607
1518562005.095394,2016,False,False,False,8,0001020304050607
1518562005.095576,2016,False,False,False,8,0001020304050607
1518562005.09577,2016,False,False,False,8,0001020304050607
1518562005.095955,2016,False,False,False,8,0001020304050607
1518562005.096448,2016,False,False,False,8,0001020304050607
1518562005.100513,2016,False,False,False,8,0001020304050607
1518562005.100806,2016,False,False,False,8,0001020304050607
1518562005.101041,2016,False,False,False,8,0001020304050607
1518562005.101188,2016,False,False,False,8,0001020304050607
1518562005.101327,2016,False,False,False,8,0001020304050607
1518562005.101461,2016,False,False,False,8,0001020304050607
1518562005.101592,2016,False,False,False,8,0001020304050607
1518562005.101719,2016,False,False,False,8,0001020304050607
1518562005.101856,2016,False,False,False,8,0001020304050607
1518562005.101984,2016,False,False,False,8,0001020304050607
1518562005.10211,2016,False,False,False,8,0001020304050607
1518562005.102234,2016,False,False,False,8,0001020304050607
1518562005.102363,2016,False,False,False,8,0001020304050607
1518562005.102634,2016,False,False,False,8,0001020304050607
1518562005.103058,2016,False,False,False,8,0001020304050607
1518562005.103346,2016,False,False,False,8,0001020304050607
1518562005.103565,2016,False,False,False,8,0001020304050607
1518562005.103741,2016,False,False,False,8,0001020304050607
1518562005.107758,2016,False,False,False,8,0001020304050607
1518562005.108038,2016,False,False,False,8,0001020304050607
1518562005.108246,2016,False,False,False,8,0001020304050607
1518562005.108401,2016,False,False,False,8,0001020304050607
1518562005.108596,2016,False,False,False,8,0001020304050607
1518562005.108753,2016,False,False,False,8,0001020304050607
1518562005.108889,2016,False,False,False,8,0001020304050607
1518562005.10903,2016,False,False,False,8,0001020304050607
